ts,time,TAC,blocked,cutoff,volte,msg,tot
1019141,10/19/18 14:10,27214,87,72,9225,645,23808
1019141,10/19/18 14:10,28672,0,0,228,18,864
1019141,10/19/18 14:10,28681,133,196,25229,1679,69676
1019141,10/19/18 14:10,28682,142,286,51381,2406,139520
1019141,10/19/18 14:10,28683,115,108,26866,999,80284
1019141,10/19/18 14:10,28684,103,190,58000,1679,150807
1019141,10/19/18 14:10,28685,121,243,62716,2328,166773
1019141,10/19/18 14:10,28688,103,191,44273,2331,121606
1019141,10/19/18 14:10,29449,76,353,17815,1196,39888
1019141,10/19/18 14:10,29465,14,78,6715,145,16153
1019141,10/19/18 14:10,52864,0,3,3,0,3
1019142,10/19/18 14:20,27214,51,36,9906,729,25599
1019142,10/19/18 14:20,28672,0,0,300,12,1050
1019142,10/19/18 14:20,28681,51,205,26062,1831,72216
1019142,10/19/18 14:20,28682,168,256,53662,2342,141968
1019142,10/19/18 14:20,28683,53,247,28580,1534,84806
1019142,10/19/18 14:20,28684,159,215,57819,1657,150809
1019142,10/19/18 14:20,28685,154,334,63125,2716,165901
1019142,10/19/18 14:20,28688,31,213,46606,2556,123339
1019142,10/19/18 14:20,29449,53,163,18468,760,40393
1019142,10/19/18 14:20,29465,26,76,6536,334,15376
1019143,10/19/18 14:30,27214,33,96,10695,582,25782
1019143,10/19/18 14:30,28672,0,0,282,36,936
1019143,10/19/18 14:30,28681,81,193,26989,1996,70015
1019143,10/19/18 14:30,28682,143,110,53415,2711,139534
1019143,10/19/18 14:30,28683,88,140,28776,1151,88349
1019143,10/19/18 14:30,28684,86,306,58953,2047,153077
1019143,10/19/18 14:30,28685,155,258,64630,2654,171420
1019143,10/19/18 14:30,28688,203,231,48220,2208,126169
1019143,10/19/18 14:30,29449,169,190,17731,981,40788
1019143,10/19/18 14:30,29465,19,58,6424,299,15722
1019144,10/19/18 14:40,27214,36,90,10764,618,27102
1019144,10/19/18 14:40,28672,0,0,312,18,768
1019144,10/19/18 14:40,28681,69,174,26735,1731,68688
1019144,10/19/18 14:40,28682,328,154,54538,2663,142569
1019144,10/19/18 14:40,28683,84,99,30874,1237,90504
1019144,10/19/18 14:40,28684,235,175,62211,2390,158422
1019144,10/19/18 14:40,28685,119,278,64777,2452,171390
1019144,10/19/18 14:40,28688,87,246,49077,2364,125973
1019144,10/19/18 14:40,29449,123,220,18157,709,40789
1019144,10/19/18 14:40,29465,11,93,6836,370,16880
1019145,10/19/18 14:50,27214,51,60,11775,699,27960
1019145,10/19/18 14:50,28672,0,0,396,18,1068
1019145,10/19/18 14:50,28681,93,143,28191,2085,72303
1019145,10/19/18 14:50,28682,146,296,57588,2672,143588
1019145,10/19/18 14:50,28683,35,177,33201,1210,92955
1019145,10/19/18 14:50,28684,132,291,64124,2383,160373
1019145,10/19/18 14:50,28685,97,222,68050,2867,175266
1019145,10/19/18 14:50,28688,129,206,51271,2713,130153
1019145,10/19/18 14:50,29449,92,187,18019,767,41038
1019145,10/19/18 14:50,29465,41,45,7373,333,16780
1019145,10/19/18 14:50,52864,0,6,6,0,6
1019150,10/19/18 15:00,27214,24,126,11937,1119,27657
1019150,10/19/18 15:00,28672,0,0,366,0,1086
1019150,10/19/18 15:00,28681,231,214,27352,1761,70558
1019150,10/19/18 15:00,28682,144,199,60841,2866,148250
1019150,10/19/18 15:00,28683,95,137,33426,1265,93340
1019150,10/19/18 15:00,28684,183,207,62895,2418,159982
1019150,10/19/18 15:00,28685,203,295,69246,2763,175586
1019150,10/19/18 15:00,28688,206,175,52084,2832,132506
1019150,10/19/18 15:00,29449,110,267,19007,839,42183
1019150,10/19/18 15:00,29465,49,43,7283,277,17509
1019150,10/19/18 15:00,52864,0,3,3,0,3
1019151,10/19/18 15:10,27214,42,276,11883,921,27966
1019151,10/19/18 15:10,28672,0,0,516,6,1050
1019151,10/19/18 15:10,28681,102,142,27482,1806,71120
1019151,10/19/18 15:10,28682,188,301,59676,2753,147003
1019151,10/19/18 15:10,28683,178,128,34912,1128,95357
1019151,10/19/18 15:10,28684,122,244,65579,2117,165545
1019151,10/19/18 15:10,28685,176,307,69463,2609,177362
1019151,10/19/18 15:10,28688,186,293,53689,2366,134252
1019151,10/19/18 15:10,29449,58,269,19235,1058,42348
1019151,10/19/18 15:10,29465,27,53,7578,271,17214
1019152,10/19/18 15:20,27214,39,78,11244,774,26958
1019152,10/19/18 15:20,28672,0,0,390,30,1044
1019152,10/19/18 15:20,28681,101,160,28709,2122,72118
1019152,10/19/18 15:20,28682,248,148,62259,2788,151343
1019152,10/19/18 15:20,28683,252,190,36304,1262,96892
1019152,10/19/18 15:20,28684,193,108,68483,2006,164815
1019152,10/19/18 15:20,28685,246,396,71352,2996,178794
1019152,10/19/18 15:20,28688,192,213,55879,2885,132864
1019152,10/19/18 15:20,29449,62,438,19131,900,43062
1019152,10/19/18 15:20,29465,19,40,7440,463,16293
1019153,10/19/18 15:30,27214,45,102,11961,744,27648
1019153,10/19/18 15:30,28672,0,0,318,24,972
1019153,10/19/18 15:30,28681,96,101,30456,1976,73287
1019153,10/19/18 15:30,28682,107,288,62315,3079,153201
1019153,10/19/18 15:30,28683,145,146,36009,1438,98725
1019153,10/19/18 15:30,28684,218,453,68474,2110,165510
1019153,10/19/18 15:30,28685,166,272,71388,3136,180424
1019153,10/19/18 15:30,28688,69,220,54574,2744,133242
1019153,10/19/18 15:30,29449,131,250,19121,698,44277
1019153,10/19/18 15:30,29465,39,102,7123,612,16672
1019154,10/19/18 15:40,27214,9,51,11817,624,26865
1019154,10/19/18 15:40,28672,0,0,384,30,888
1019154,10/19/18 15:40,28681,120,86,29493,2042,72268
1019154,10/19/18 15:40,28682,195,290,61598,3072,150909
1019154,10/19/18 15:40,28683,172,204,39238,1685,102122
1019154,10/19/18 15:40,28684,218,344,67919,2389,163367
1019154,10/19/18 15:40,28685,162,220,73622,3045,181766
1019154,10/19/18 15:40,28688,104,234,57012,2589,134736
1019154,10/19/18 15:40,29449,185,371,20217,1038,45430
1019154,10/19/18 15:40,29465,42,89,6776,346,16555
1019154,10/19/18 15:40,52864,0,3,3,0,3
1019155,10/19/18 15:50,27214,72,180,11610,822,28683
1019155,10/19/18 15:50,28672,0,0,504,24,1038
1019155,10/19/18 15:50,28681,116,222,30110,1809,75648
1019155,10/19/18 15:50,28682,119,308,65667,3676,155788
1019155,10/19/18 15:50,28683,175,104,42352,1361,110657
1019155,10/19/18 15:50,28684,111,252,68344,2268,166427
1019155,10/19/18 15:50,28685,453,165,76128,3084,184537
1019155,10/19/18 15:50,28688,110,250,56918,2974,138221
1019155,10/19/18 15:50,29449,178,190,20383,1082,46437
1019155,10/19/18 15:50,29465,37,71,7721,503,17038
1019160,10/19/18 16:00,27214,21,186,11949,855,28305
1019160,10/19/18 16:00,28672,0,0,504,18,1050
1019160,10/19/18 16:00,28681,141,124,30939,2111,76006
1019160,10/19/18 16:00,28682,157,178,68082,3609,157725
1019160,10/19/18 16:00,28683,146,249,41882,1743,105806
1019160,10/19/18 16:00,28684,171,291,70838,2021,170685
1019160,10/19/18 16:00,28685,113,460,79335,3084,189797
1019160,10/19/18 16:00,28688,181,210,58159,2578,139048
1019160,10/19/18 16:00,29449,120,247,20044,1055,45438
1019160,10/19/18 16:00,29465,18,60,7197,465,17364
1019161,10/19/18 16:10,27214,63,150,12417,714,28197
1019161,10/19/18 16:10,28672,0,0,474,0,966
1019161,10/19/18 16:10,28681,73,137,30075,1761,73252
1019161,10/19/18 16:10,28682,184,174,67166,3245,156568
1019161,10/19/18 16:10,28683,200,260,40629,1887,105136
1019161,10/19/18 16:10,28684,162,342,71706,2583,168147
1019161,10/19/18 16:10,28685,125,492,78120,3470,182773
1019161,10/19/18 16:10,28688,84,317,60059,2837,140441
1019161,10/19/18 16:10,29449,183,198,21844,1156,48828
1019161,10/19/18 16:10,29465,0,52,6968,340,15862
1019162,10/19/18 16:20,27214,39,117,12816,783,29289
1019162,10/19/18 16:20,28672,0,6,432,30,936
1019162,10/19/18 16:20,28681,109,105,30112,2125,74720
1019162,10/19/18 16:20,28682,267,211,68426,3179,158919
1019162,10/19/18 16:20,28683,164,212,41631,1568,107538
1019162,10/19/18 16:20,28684,107,287,71807,2947,171374
1019162,10/19/18 16:20,28685,145,303,79950,4006,190623
1019162,10/19/18 16:20,28688,182,251,59540,3101,138807
1019162,10/19/18 16:20,29449,138,432,21046,1130,48571
1019162,10/19/18 16:20,29465,25,13,8090,326,17101
1019163,10/19/18 16:30,27214,24,84,13128,879,30198
1019163,10/19/18 16:30,28672,0,0,312,24,876
1019163,10/19/18 16:30,28681,100,160,31985,1903,75902
1019163,10/19/18 16:30,28682,299,272,69238,3255,162761
1019163,10/19/18 16:30,28683,93,201,45782,1620,112199
1019163,10/19/18 16:30,28684,141,286,72474,2624,172522
1019163,10/19/18 16:30,28685,222,240,79310,4086,193767
1019163,10/19/18 16:30,28688,168,183,61046,2736,141856
1019163,10/19/18 16:30,29449,295,390,21761,908,48499
1019163,10/19/18 16:30,29465,46,102,7722,529,17731
1019164,10/19/18 16:40,27214,27,51,13134,831,29349
1019164,10/19/18 16:40,28672,0,6,354,36,1074
1019164,10/19/18 16:40,28681,140,218,31909,2129,75292
1019164,10/19/18 16:40,28682,406,393,70973,3100,162750
1019164,10/19/18 16:40,28683,93,130,44095,1325,110026
1019164,10/19/18 16:40,28684,217,575,74967,2794,178545
1019164,10/19/18 16:40,28685,293,218,81819,3504,195212
1019164,10/19/18 16:40,28688,172,207,59097,2789,143513
1019164,10/19/18 16:40,29449,222,429,21818,1297,48468
1019164,10/19/18 16:40,29465,29,73,7603,319,17875
1019165,10/19/18 16:50,27214,51,114,12171,792,27726
1019165,10/19/18 16:50,28672,6,0,378,18,1146
1019165,10/19/18 16:50,28681,48,157,31195,1783,76441
1019165,10/19/18 16:50,28682,193,292,69957,3128,168261
1019165,10/19/18 16:50,28683,63,138,46134,1654,113708
1019165,10/19/18 16:50,28684,44,371,75099,2822,179359
1019165,10/19/18 16:50,28685,185,275,79235,3709,194256
1019165,10/19/18 16:50,28688,145,258,61151,2414,145666
1019165,10/19/18 16:50,29449,168,285,20847,867,48349
1019165,10/19/18 16:50,29465,13,55,7450,429,17275
1019170,10/19/18 17:00,27214,66,111,13044,873,28185
1019170,10/19/18 17:00,28672,0,0,462,66,1092
1019170,10/19/18 17:00,28681,114,173,33140,2624,80870
1019170,10/19/18 17:00,28682,223,371,75330,3643,170379
1019170,10/19/18 17:00,28683,176,239,44950,2024,114258
1019170,10/19/18 17:00,28684,159,293,73635,2464,178645
1019170,10/19/18 17:00,28685,564,313,81937,3586,198515
1019170,10/19/18 17:00,28688,291,208,63060,3030,148691
1019170,10/19/18 17:00,29449,119,307,21006,1148,49414
1019170,10/19/18 17:00,29465,10,43,8545,468,18995
1019171,10/19/18 17:10,27214,60,120,12807,1152,30003
1019171,10/19/18 17:10,28672,6,0,336,6,816
1019171,10/19/18 17:10,28681,107,106,31857,2800,77568
1019171,10/19/18 17:10,28682,304,301,73882,3585,171853
1019171,10/19/18 17:10,28683,76,155,43294,1807,109629
1019171,10/19/18 17:10,28684,121,236,72824,2153,178443
1019171,10/19/18 17:10,28685,346,341,79232,3332,191277
1019171,10/19/18 17:10,28688,221,261,62418,2910,148317
1019171,10/19/18 17:10,29449,223,338,19330,1003,47385
1019171,10/19/18 17:10,29465,55,75,8366,497,19624
1019172,10/19/18 17:20,27214,30,282,13149,1050,31353
1019172,10/19/18 17:20,28672,0,0,354,72,1020
1019172,10/19/18 17:20,28681,80,221,30198,2057,77344
1019172,10/19/18 17:20,28682,190,204,74253,3747,171054
1019172,10/19/18 17:20,28683,80,229,41526,2142,107374
1019172,10/19/18 17:20,28684,146,203,73140,2582,181713
1019172,10/19/18 17:20,28685,146,423,77735,3476,195137
1019172,10/19/18 17:20,28688,151,355,62142,3307,153069
1019172,10/19/18 17:20,29449,204,419,20929,912,49505
1019172,10/19/18 17:20,29465,56,60,7330,353,18391
1019172,10/19/18 17:20,52864,0,3,3,0,3
1019173,10/19/18 17:30,27214,21,93,12183,957,28122
1019173,10/19/18 17:30,28672,0,0,318,6,774
1019173,10/19/18 17:30,28681,102,255,31085,2009,78771
1019173,10/19/18 17:30,28682,166,235,71717,3200,171730
1019173,10/19/18 17:30,28683,79,301,41616,1870,109226
1019173,10/19/18 17:30,28684,123,274,73363,2220,184456
1019173,10/19/18 17:30,28685,242,315,78924,3553,196249
1019173,10/19/18 17:30,28688,146,275,62103,3060,149899
1019173,10/19/18 17:30,29449,224,341,19369,937,46509
1019173,10/19/18 17:30,29465,44,117,7100,560,17933
1019173,10/19/18 17:30,52864,0,6,6,0,6
1019174,10/19/18 17:40,27214,27,117,12297,936,29544
1019174,10/19/18 17:40,28672,0,0,348,102,966
1019174,10/19/18 17:40,28681,53,214,30089,2129,77812
1019174,10/19/18 17:40,28682,209,263,72558,3338,165744
1019174,10/19/18 17:40,28683,248,177,40571,1520,109477
1019174,10/19/18 17:40,28684,140,343,71825,2712,177428
1019174,10/19/18 17:40,28685,129,311,74438,3331,187400
1019174,10/19/18 17:40,28688,169,213,61083,3386,146086
1019174,10/19/18 17:40,29449,116,161,19628,1416,47273
1019174,10/19/18 17:40,29465,10,79,6970,595,18148
1019175,10/19/18 17:50,27214,96,87,12201,1575,30711
1019175,10/19/18 17:50,28672,0,0,282,12,828
1019175,10/19/18 17:50,28681,90,283,30992,1881,76326
1019175,10/19/18 17:50,28682,117,386,70713,3412,166169
1019175,10/19/18 17:50,28683,163,205,42879,1814,112431
1019175,10/19/18 17:50,28684,166,382,73848,2557,181403
1019175,10/19/18 17:50,28685,161,344,75717,3411,190752
1019175,10/19/18 17:50,28688,175,125,61291,2666,146983
1019175,10/19/18 17:50,29449,107,355,21111,796,49015
1019175,10/19/18 17:50,29465,35,76,7166,471,18030
1019180,10/19/18 18:00,27214,48,24,12402,1092,29712
1019180,10/19/18 18:00,28672,0,0,336,48,864
1019180,10/19/18 18:00,28681,122,170,31985,1588,78357
1019180,10/19/18 18:00,28682,275,247,70893,3600,166152
1019180,10/19/18 18:00,28683,97,272,44250,1794,113159
1019180,10/19/18 18:00,28684,174,315,74200,1972,182142
1019180,10/19/18 18:00,28685,290,355,80990,3629,195252
1019180,10/19/18 18:00,28688,143,208,61874,2559,148822
1019180,10/19/18 18:00,29449,175,328,21002,811,46450
1019180,10/19/18 18:00,29465,61,121,6888,467,17597
1019181,10/19/18 18:10,27214,39,51,11643,957,28413
1019181,10/19/18 18:10,28672,0,0,360,12,852
1019181,10/19/18 18:10,28681,157,183,29507,2143,74397
1019181,10/19/18 18:10,28682,183,323,69766,3347,163824
1019181,10/19/18 18:10,28683,24,143,43059,1384,110095
1019181,10/19/18 18:10,28684,161,261,74068,2397,176146
1019181,10/19/18 18:10,28685,208,311,78016,3275,186070
1019181,10/19/18 18:10,28688,157,297,61703,2522,145823
1019181,10/19/18 18:10,29449,124,393,19663,842,46251
1019181,10/19/18 18:10,29465,15,148,6475,534,16810
1019182,10/19/18 18:20,27214,33,150,11448,999,28239
1019182,10/19/18 18:20,28672,0,0,456,24,1032
1019182,10/19/18 18:20,28681,60,128,29685,1794,73436
1019182,10/19/18 18:20,28682,179,373,68790,3341,161526
1019182,10/19/18 18:20,28683,137,106,42382,2225,110274
1019182,10/19/18 18:20,28684,290,342,70762,2757,173458
1019182,10/19/18 18:20,28685,187,364,78295,3637,190948
1019182,10/19/18 18:20,28688,83,233,60478,2828,145029
1019182,10/19/18 18:20,29449,208,250,20167,728,46913
1019182,10/19/18 18:20,29465,48,114,7455,474,18450
1019183,10/19/18 18:30,27214,54,99,11907,1119,28083
1019183,10/19/18 18:30,28672,0,6,324,18,726
1019183,10/19/18 18:30,28681,119,187,29381,1857,73042
1019183,10/19/18 18:30,28682,129,208,69512,3547,162537
1019183,10/19/18 18:30,28683,160,205,42796,1562,107957
1019183,10/19/18 18:30,28684,152,294,71081,2463,173554
1019183,10/19/18 18:30,28685,151,259,76319,3517,189694
1019183,10/19/18 18:30,28688,131,259,59635,2522,143372
1019183,10/19/18 18:30,29449,132,384,20099,933,45289
1019183,10/19/18 18:30,29465,24,82,6377,285,17024
1019184,10/19/18 18:40,27214,36,84,11892,750,28158
1019184,10/19/18 18:40,28672,0,0,348,24,894
1019184,10/19/18 18:40,28681,79,170,29401,1910,73383
1019184,10/19/18 18:40,28682,173,263,69058,3264,162505
1019184,10/19/18 18:40,28683,160,78,42795,1209,106120
1019184,10/19/18 18:40,28684,238,284,72935,2252,175561
1019184,10/19/18 18:40,28685,173,336,75951,3276,186549
1019184,10/19/18 18:40,28688,62,309,58305,2733,139863
1019184,10/19/18 18:40,29449,101,197,19295,1025,44943
1019184,10/19/18 18:40,29465,32,128,7338,419,17629
1019185,10/19/18 18:50,27214,33,84,12246,921,28326
1019185,10/19/18 18:50,28672,0,0,342,42,840
1019185,10/19/18 18:50,28681,75,248,30097,2165,73556
1019185,10/19/18 18:50,28682,270,291,71534,2763,164275
1019185,10/19/18 18:50,28683,78,212,43968,1261,108568
1019185,10/19/18 18:50,28684,194,442,72391,2151,174961
1019185,10/19/18 18:50,28685,352,262,77611,3066,185343
1019185,10/19/18 18:50,28688,157,205,58298,2543,140546
1019185,10/19/18 18:50,29449,215,305,19497,1092,46304
1019185,10/19/18 18:50,29465,19,167,7222,419,17616
1019185,10/19/18 18:50,52864,0,3,3,0,3
1019190,10/19/18 19:00,27214,51,165,11391,1248,28491
1019190,10/19/18 19:00,28672,0,0,294,0,672
1019190,10/19/18 19:00,28681,93,147,28723,2036,71396
1019190,10/19/18 19:00,28682,218,240,72211,2890,164665
1019190,10/19/18 19:00,28683,139,223,42589,1625,108763
1019190,10/19/18 19:00,28684,186,387,72213,2353,174763
1019190,10/19/18 19:00,28685,168,380,77674,2804,185507
1019190,10/19/18 19:00,28688,105,304,60524,2509,145532
1019190,10/19/18 19:00,29449,196,254,18944,954,44462
1019190,10/19/18 19:00,29465,46,170,6430,551,16447
1019190,10/19/18 19:00,52864,0,3,3,0,3
1019191,10/19/18 19:10,27214,54,96,11883,939,27942
1019191,10/19/18 19:10,28672,0,0,432,24,1020
1019191,10/19/18 19:10,28681,125,157,29670,2190,73710
1019191,10/19/18 19:10,28682,201,503,69177,3316,162386
1019191,10/19/18 19:10,28683,97,113,40490,1534,102862
1019191,10/19/18 19:10,28684,89,247,68897,2436,168135
1019191,10/19/18 19:10,28685,212,262,73941,2715,181391
1019191,10/19/18 19:10,28688,124,329,61391,2634,143313
1019191,10/19/18 19:10,29449,126,279,18703,787,42927
1019191,10/19/18 19:10,29465,62,89,7264,400,17573
1019192,10/19/18 19:20,27214,48,123,11700,783,28134
1019192,10/19/18 19:20,28672,0,6,378,66,1032
1019192,10/19/18 19:20,28681,128,218,30992,2214,74505
1019192,10/19/18 19:20,28682,109,305,72223,3390,164334
1019192,10/19/18 19:20,28683,50,180,40780,1257,102338
1019192,10/19/18 19:20,28684,199,260,73143,2386,169649
1019192,10/19/18 19:20,28685,207,364,74345,3577,183091
1019192,10/19/18 19:20,28688,109,282,60674,2628,142256
1019192,10/19/18 19:20,29449,151,302,19210,968,44352
1019192,10/19/18 19:20,29465,53,54,8022,540,18773
1019193,10/19/18 19:30,27214,36,60,12039,876,29238
1019193,10/19/18 19:30,28672,0,6,378,0,984
1019193,10/19/18 19:30,28681,106,163,31184,1792,77762
1019193,10/19/18 19:30,28682,201,412,71619,3264,164586
1019193,10/19/18 19:30,28683,178,107,41742,1895,104691
1019193,10/19/18 19:30,28684,164,299,73312,2082,173803
1019193,10/19/18 19:30,28685,214,326,77145,3620,185152
1019193,10/19/18 19:30,28688,248,229,64296,3086,148602
1019193,10/19/18 19:30,29449,95,468,20125,1118,44526
1019193,10/19/18 19:30,29465,55,59,7282,289,17064
1019194,10/19/18 19:40,27214,48,108,12633,720,29109
1019194,10/19/18 19:40,28672,0,6,330,18,966
1019194,10/19/18 19:40,28681,199,164,32126,1887,78467
1019194,10/19/18 19:40,28682,223,189,70633,3132,162778
1019194,10/19/18 19:40,28683,32,239,43364,1586,107223
1019194,10/19/18 19:40,28684,129,334,74372,2314,176602
1019194,10/19/18 19:40,28685,209,296,78197,3253,184681
1019194,10/19/18 19:40,28688,162,200,65073,2135,148182
1019194,10/19/18 19:40,29449,205,269,19753,978,45040
1019194,10/19/18 19:40,29465,38,92,6980,401,17305
1019195,10/19/18 19:50,27214,21,132,11748,759,28830
1019195,10/19/18 19:50,28672,0,0,396,18,1146
1019195,10/19/18 19:50,28681,71,181,34261,1963,82573
1019195,10/19/18 19:50,28682,204,289,73540,3726,165659
1019195,10/19/18 19:50,28683,84,102,44950,1447,106927
1019195,10/19/18 19:50,28684,191,290,76109,2280,178086
1019195,10/19/18 19:50,28685,331,408,81264,3524,188768
1019195,10/19/18 19:50,28688,302,301,63857,2603,146202
1019195,10/19/18 19:50,29449,143,299,19997,715,44560
1019195,10/19/18 19:50,29465,6,145,7532,396,17653
1019200,10/19/18 20:00,27214,15,132,12765,1029,30381
1019200,10/19/18 20:00,28672,0,0,306,18,864
1019200,10/19/18 20:00,28681,67,153,32745,2507,77645
1019200,10/19/18 20:00,28682,142,359,74541,3271,168278
1019200,10/19/18 20:00,28683,148,216,46707,1374,107641
1019200,10/19/18 20:00,28684,168,299,76302,3049,175215
1019200,10/19/18 20:00,28685,395,429,81819,2661,188708
1019200,10/19/18 20:00,28688,142,319,67034,2669,154125
1019200,10/19/18 20:00,29449,217,361,21167,894,47611
1019200,10/19/18 20:00,29465,26,111,7815,426,18037
1019201,10/19/18 20:10,27214,36,48,12840,1128,29538
1019201,10/19/18 20:10,28672,0,0,396,24,894
1019201,10/19/18 20:10,28681,171,294,34875,1906,79492
1019201,10/19/18 20:10,28682,97,393,76391,3161,170135
1019201,10/19/18 20:10,28683,107,144,45357,1563,104020
1019201,10/19/18 20:10,28684,98,245,75663,2576,173606
1019201,10/19/18 20:10,28685,219,345,81740,3210,188329
1019201,10/19/18 20:10,28688,181,408,68551,2764,152447
1019201,10/19/18 20:10,29449,242,538,21403,1070,47120
1019201,10/19/18 20:10,29465,36,142,8218,476,18576
1019202,10/19/18 20:20,27214,18,150,14838,1053,33672
1019202,10/19/18 20:20,28672,0,6,276,36,1086
1019202,10/19/18 20:20,28681,230,301,32926,1800,77560
1019202,10/19/18 20:20,28682,206,329,79358,3121,171609
1019202,10/19/18 20:20,28683,115,205,44476,1858,102167
1019202,10/19/18 20:20,28684,175,293,78552,2276,176552
1019202,10/19/18 20:20,28685,175,295,83058,2888,189773
1019202,10/19/18 20:20,28688,194,357,68324,3415,154300
1019202,10/19/18 20:20,29449,91,353,21917,925,48871
1019202,10/19/18 20:20,29465,32,87,8261,569,18945
1019203,10/19/18 20:30,27214,18,108,17982,1296,38262
1019203,10/19/18 20:30,28672,0,0,378,30,1116
1019203,10/19/18 20:30,28681,94,195,35152,1762,84138
1019203,10/19/18 20:30,28682,234,322,78208,3377,173732
1019203,10/19/18 20:30,28683,40,140,42871,1481,98987
1019203,10/19/18 20:30,28684,280,445,80457,2494,175636
1019203,10/19/18 20:30,28685,216,271,83118,3068,189537
1019203,10/19/18 20:30,28688,213,297,70576,2335,152303
1019203,10/19/18 20:30,29449,305,533,22121,1160,49662
1019203,10/19/18 20:30,29465,39,119,8347,461,18901
1019204,10/19/18 20:40,27214,57,111,17850,879,36507
1019204,10/19/18 20:40,28672,0,6,504,12,1134
1019204,10/19/18 20:40,28681,86,298,38922,2268,91201
1019204,10/19/18 20:40,28682,298,291,83163,3446,179809
1019204,10/19/18 20:40,28683,138,136,44094,1611,100638
1019204,10/19/18 20:40,28684,189,407,85125,2401,179893
1019204,10/19/18 20:40,28685,176,343,89074,3159,196174
1019204,10/19/18 20:40,28688,215,362,72733,2256,159042
1019204,10/19/18 20:40,29449,344,316,24074,1001,51343
1019204,10/19/18 20:40,29465,8,80,9280,536,19840
1019205,10/19/18 20:50,27214,36,45,16263,780,33318
1019205,10/19/18 20:50,28672,0,6,468,24,1032
1019205,10/19/18 20:50,28681,112,251,37362,2096,86153
1019205,10/19/18 20:50,28682,190,430,79596,3109,175018
1019205,10/19/18 20:50,28683,116,210,45970,1475,101396
1019205,10/19/18 20:50,28684,147,375,83255,2019,180379
1019205,10/19/18 20:50,28685,273,274,86907,3022,189159
1019205,10/19/18 20:50,28688,301,294,70515,2979,152633
1019205,10/19/18 20:50,29449,347,308,24901,961,55095
1019205,10/19/18 20:50,29465,64,102,11098,413,22119
1019210,10/19/18 21:00,27214,54,174,15414,999,33390
1019210,10/19/18 21:00,28672,0,6,462,30,1146
1019210,10/19/18 21:00,28681,142,419,37981,2118,88510
1019210,10/19/18 21:00,28682,171,439,78697,2928,170085
1019210,10/19/18 21:00,28683,78,223,45515,1236,101875
1019210,10/19/18 21:00,28684,242,311,89295,2480,189746
1019210,10/19/18 21:00,28685,300,369,88177,2838,191700
1019210,10/19/18 21:00,28688,234,247,74988,3051,158995
1019210,10/19/18 21:00,29449,307,474,26120,1190,55603
1019210,10/19/18 21:00,29465,23,97,9749,588,20330
1019211,10/19/18 21:10,27214,90,135,14760,903,31914
1019211,10/19/18 21:10,28672,0,6,606,48,1218
1019211,10/19/18 21:10,28681,161,401,40616,2496,92002
1019211,10/19/18 21:10,28682,181,424,81736,3229,172581
1019211,10/19/18 21:10,28683,75,104,46767,1302,101789
1019211,10/19/18 21:10,28684,197,520,91751,2258,194147
1019211,10/19/18 21:10,28685,291,246,90050,2829,193389
1019211,10/19/18 21:10,28688,220,295,74347,2296,156348
1019211,10/19/18 21:10,29449,218,396,22708,1515,50507
1019211,10/19/18 21:10,29465,22,94,8815,407,19049
1019212,10/19/18 21:20,27214,93,204,13758,1098,31542
1019212,10/19/18 21:20,28672,0,0,570,48,1488
1019212,10/19/18 21:20,28681,178,384,41726,2386,93157
1019212,10/19/18 21:20,28682,192,355,81646,3314,172675
1019212,10/19/18 21:20,28683,68,221,46434,951,100869
1019212,10/19/18 21:20,28684,129,252,89494,2328,192351
1019212,10/19/18 21:20,28685,254,300,88913,2565,195483
1019212,10/19/18 21:20,28688,340,345,74257,2372,156471
1019212,10/19/18 21:20,29449,268,435,24152,1058,51074
1019212,10/19/18 21:20,29465,74,78,9690,353,20246
1019213,10/19/18 21:30,27214,39,192,14154,1104,30984
1019213,10/19/18 21:30,28672,0,0,678,36,1410
1019213,10/19/18 21:30,28681,142,436,38647,2529,88099
1019213,10/19/18 21:30,28682,286,286,85961,3142,180096
1019213,10/19/18 21:30,28683,124,114,44706,1071,96745
1019213,10/19/18 21:30,28684,271,367,92987,2290,192732
1019213,10/19/18 21:30,28685,136,396,95373,2848,203985
1019213,10/19/18 21:30,28688,255,372,74839,2481,156085
1019213,10/19/18 21:30,29449,272,462,23611,1186,52107
1019213,10/19/18 21:30,29465,61,88,9530,457,19974
1019214,10/19/18 21:40,27214,63,144,13503,1272,30213
1019214,10/19/18 21:40,28672,0,0,546,12,1068
1019214,10/19/18 21:40,28681,96,304,37256,2208,82480
1019214,10/19/18 21:40,28682,143,427,84654,3126,177174
1019214,10/19/18 21:40,28683,128,133,47183,1174,101653
1019214,10/19/18 21:40,28684,98,402,87303,2234,185265
1019214,10/19/18 21:40,28685,349,462,90260,2948,195741
1019214,10/19/18 21:40,28688,93,289,75828,2868,157826
1019214,10/19/18 21:40,29449,175,290,21586,1063,47349
1019214,10/19/18 21:40,29465,38,126,9862,494,19916
1019215,10/19/18 21:50,27214,42,87,14877,933,32451
1019215,10/19/18 21:50,28672,18,0,480,30,1086
1019215,10/19/18 21:50,28681,113,217,38344,1956,86548
1019215,10/19/18 21:50,28682,192,422,82429,3224,173902
1019215,10/19/18 21:50,28683,89,314,46395,1561,100108
